campaign,prod_type,subject,sent,uniq_open,uniq_click
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,33,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,103,12,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,54,5,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,65,8,1
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,34,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,30,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,54,7,2
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,24,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,26,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,28,2,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,27,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,71,6,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,31,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,37,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,32,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,34,5,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,32,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,48,6,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,63,7,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,33,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,38,4,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,34,2,2
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,28,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,29,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,42,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,26,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",50,10,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,72,11,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,44,3,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,34,3,1
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,24,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",43,9,1
NB Transaction,NB Transaction,Transact on IndusNet and avail enhanced daily transaction limit of Rs. 25 Lakhs.,16463,2400,54
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,24,0,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,30,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,65,10,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,24,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,34,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,31,4,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,29,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,42,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,28,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,35,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,33,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,47,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,36,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,30,2,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 1000. Hurry,33,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,38,2,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 7500. Hurry,31,3,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 10000. Hurry,24,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,24,1,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,29,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,26,1,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,28,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,28,3,1
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,32,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,27,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,34,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,0,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,29,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,38,2,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,80,10,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,39,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,36,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,36,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,30,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,28,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,30,1,1
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",26,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,49,7,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,24,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,30,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,33,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 7500 are unused. Redeem now,27,1,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",7944,599,7
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 await you. Details inside",773,64,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.21,600 on our power packed Debit Card",22233,1816,16
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",364,18,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, benefits worth Rs.19,100 await you. Details inside",254,29,0
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.10,000 on our power packed Debit Card",13624,897,5
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",31145,2222,18
D.C Upgrade,D.C Upgrade,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",16428,1189,13
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.11,500 on our power packed Debit Card",913,71,0
D.C Acquisition,DC,"Dear %%Opportunity_Name%%, avail benefits worth Rs.15,600 on our power packed Debit Card",493,44,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",29,3,0
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,29,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,31,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,46,6,1
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,28,2,1
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 4000.,27,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,29,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,69,8,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,32,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,25,0,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 1000 are unused. Redeem now,43,6,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 4000 are unused. Redeem now,50,5,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 10000 are unused. Redeem now,29,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 7500.,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,0,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,26,2,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 7500 are unused. Redeem now,30,2,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,25,2,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,25,0,0
DCVoucherActivation,DCVoucherActivation,Last few days before your voucher expires,26,0,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",29,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 2500,56,9,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,29,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,26,1,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 1000.,41,4,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,25,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 10000 are unused. Redeem now,25,3,0
DCVoucherActivation,DCVoucherActivation,Expiring soon. Last few days to redeem vouchers worth Rs 10000.,28,5,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",31,8,0
DCSuper50,DCTransaction,"Dear %%Opportunity_Name%%, Your Rewarding journey begins today",31,8,1
DCSuper50,DCTransaction,Avail 50% OFF on your Mobile Recharge/ Bill Payment,68,11,3
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,38,4,0
MBNB UseCase,MB Registration,You're missing your Amazon gift voucher. Hurry,252,17,0
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,3887,333,5
MBNB UseCase,MB Registration,Awesome August : Download IndusMobile App & get a Rs.100 Amazon voucher,9961,1116,20
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,25,3,0
MBNB UseCase,MB Registration,Goodies Inside: Win Amazon Gift Vouchers,180,19,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,27,1,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 2500. Hurry,26,0,0
DCVoucherActivation,DCVoucherActivation,Don't miss redeeming your vouchers worth Rs 4000. Hurry,57,2,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,34,3,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 2500 are unused. Redeem now,57,5,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,26,1,0
DCVoucherActivation,DCVoucherActivation,Important: Extended Voucher Redemption ends soon,36,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,28,1,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 4000 are unused. Redeem now,35,3,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,30,1,0
DCVoucherActivation,DCVoucherActivation,Don't Miss. Your Vouchers worth Rs 2500 are unused. Redeem now,57,4,0
DCVoucherActivation,DCVoucherActivation,Your Vouchers worth Rs 1000 are unused. Redeem now,27,4,0
